ASIN,YEAR,MONTH,DAY,ORDER_FEATURE,DESCRIBE_FEATURE,STAR_FEATURE,TIME,,,,,,,
B094KVYZSC,2022,3,8,1,Moisturizing,3.8,22:52.3,,,,,,,
B094KVYZSC,2022,3,8,2,Value for money,3.8,22:52.3,,,,,,,
B094KVYZSC,2022,3,8,3,Scent,3.8,22:52.3,,,,,,,
B094KT28DV,2022,3,8,1,Easy to use,4.3,23:01.4,,,,,,,
B094KT28DV,2022,3,8,2,Scent,4.1,23:01.4,,,,,,,
B094KT28DV,2022,3,8,3,Value for money,4.1,23:01.4,,,,,,,
B094KT28DV,2022,3,8,4,Moisturizing,3.7,23:01.4,,,,,,,
B000R8QVY4,2022,3,8,1,Scent,4.6,23:09.0,,,,,,,
B000R8QVY4,2022,3,8,2,Softness,4.4,23:09.0,,,,,,,
B000R8QVY4,2022,3,8,3,Moisturizing,4.4,23:09.0,,,,,,,
B000R8QVY4,2022,3,8,4,For traveling,4.1,23:09.0,,,,,,,
B000R8QVY4,2022,3,8,5,Value for money,4,23:09.0,,,,,,,
B08QXB1BLF,2022,3,8,1,Easy to use,4.3,23:16.9,,,,,,,
B08QXB1BLF,2022,3,8,2,Value for money,4.1,23:16.9,,,,,,,
B08VW53HN6,2022,3,8,1,Value for money,4.2,23:24.1,,,,,,,
B08VW53HN6,2022,3,8,2,Scent,4.1,23:24.1,,,,,,,
B08VW53HN6,2022,3,8,3,Moisturizing,4.1,23:24.1,,,,,,,
B08VW53HN6,2022,3,8,4,Volume control,4,23:24.1,,,,,,,
B000MD65FO,2022,3,8,1,Scent,4.6,23:31.3,,,,,,,
B000MD65FO,2022,3,8,2,Comfort,4.4,23:31.3,,,,,,,
B000MD65FO,2022,3,8,3,Moisturizing,4.3,23:31.3,,,,,,,
B000MD65FO,2022,3,8,4,Softness,4.3,23:31.3,,,,,,,
B000MD65FO,2022,3,8,5,Value for money,4.3,23:31.3,,,,,,,
B00ILBUEVK,2022,3,8,1,Scent,4.5,23:38.2,,,,,,,
B00ILBUEVK,2022,3,8,2,Softness,4.5,23:38.2,,,,,,,
B00ILBUEVK,2022,3,8,3,Value for money,4.5,23:38.2,,,,,,,
B00ILBUEVK,2022,3,8,4,For traveling,4.4,23:38.2,,,,,,,
B00ILBUEVK,2022,3,8,5,Moisturizing,4.3,23:38.2,,,,,,,
B003JKDNQQ,2022,3,8,1,Moisturizing,4.3,23:45.1,,,,,,,
B003JKDNQQ,2022,3,8,2,Value for money,4.3,23:45.1,,,,,,,
B003JKDNQQ,2022,3,8,3,Scent,4.3,23:45.1,,,,,,,
B003JKDNQQ,2022,3,8,4,For traveling,3.9,23:45.1,,,,,,,
B0752L2VSJ,2022,3,8,1,Scent,4.5,23:56.5,,,,,,,
B0752L2VSJ,2022,3,8,2,Value for money,4.5,23:56.5,,,,,,,
B0752L2VSJ,2022,3,8,3,Softness,4.4,23:56.5,,,,,,,
B08SSFFH6N,2022,3,8,1,Scent,4.3,24:04.0,,,,,,,
B08SSFFH6N,2022,3,8,2,Value for money,4.1,24:04.0,,,,,,,
B094W8YZQ4,2022,3,8,1,Scent,4.5,24:11.2,,,,,,,
B094W8YZQ4,2022,3,8,2,Softness,4.4,24:11.2,,,,,,,
B094W8YZQ4,2022,3,8,3,Value for money,4.2,24:11.2,,,,,,,
B094W8YZQ4,2022,3,8,4,Moisturizing,4,24:11.2,,,,,,,
B07XB2Q542,2022,3,8,1,Value for money,3.9,24:18.9,,,,,,,
B07XB2Q542,2022,3,8,2,Scent,3.9,24:18.9,,,,,,,
B07XB2Q542,2022,3,8,3,Sheerness,3.8,24:18.9,,,,,,,
B07XB2Q542,2022,3,8,4,Softness,3.7,24:18.9,,,,,,,
B07XB2Q542,2022,3,8,5,Volume control,3.7,24:18.9,,,,,,,
B0752FXRQJ,2022,3,8,1,Scent,4.4,24:27.4,,,,,,,
B0752FXRQJ,2022,3,8,2,Value for money,4.3,24:27.4,,,,,,,
B0752FXRQJ,2022,3,8,3,Volume control,4.2,24:27.4,,,,,,,
B08SSCH7YR,2022,3,8,1,Scent,4.4,24:41.5,,,,,,,
B08SSCH7YR,2022,3,8,2,Easy to hold,4.2,24:41.5,,,,,,,
B08SSCH7YR,2022,3,8,3,Volume control,4.1,24:41.5,,,,,,,
B08SSCH7YR,2022,3,8,4,Value for money,3.8,24:41.5,,,,,,,
B07D37PQGL,2022,3,8,1,Moisturizing,4.3,24:49.0,,,,,,,
B07D37PQGL,2022,3,8,2,Softness,4.3,24:49.0,,,,,,,
B07D37PQGL,2022,3,8,3,Scent,4.2,24:49.0,,,,,,,
B07D37PQGL,2022,3,8,4,Value for money,4.2,24:49.0,,,,,,,
B00FH692PQ,2022,3,8,1,Ingredient quality,4.1,24:57.1,,,,,,,
B00FH692PQ,2022,3,8,2,Hair quality,4,24:57.1,,,,,,,
B00FH692PQ,2022,3,8,3,Scent,3.9,24:57.1,,,,,,,
B097F9WTSP,2022,3,8,1,Scent,3,25:03.5,,,,,,,
B097F9WTSP,2022,3,8,2,Value for money,3,25:03.5,,,,,,,
B0983XSHSR,2022,3,8,1,Scent,3.6,25:10.0,,,,,,,
B0983XSHSR,2022,3,8,2,Value for money,3.6,25:10.0,,,,,,,
B07525QJC8,2022,3,8,1,Value for money,4.7,25:18.1,,,,,,,
B07525QJC8,2022,3,8,2,Softness,4.5,25:18.1,,,,,,,
B07525QJC8,2022,3,8,3,Scent,4.5,25:18.1,,,,,,,
B07525QJC8,2022,3,8,4,Moisturizing,4.4,25:18.1,,,,,,,
B07525QJC8,2022,3,8,5,Sheerness,4.4,25:18.1,,,,,,,
B08BTMXSG6,2022,3,8,1,Value for money,4.6,25:25.7,,,,,,,
B08BTMXSG6,2022,3,8,2,Moisturizing,4.5,25:25.7,,,,,,,
B08BTMXSG6,2022,3,8,3,Scent,4.5,25:25.7,,,,,,,
B00AINMFAC,2022,3,8,1,Value for money,4.4,25:33.4,,,,,,,
B00AINMFAC,2022,3,8,2,Scent,4.2,25:33.4,,,,,,,
B00AINMFAC,2022,3,8,3,Softness,4.2,25:33.4,,,,,,,
B00AINMFAC,2022,3,8,4,Moisturizing,4.1,25:33.4,,,,,,,
B00HZ381GU,2022,3,8,1,Moisturizing,3.7,25:40.5,,,,,,,
B00HZ381GU,2022,3,8,2,Value for money,3.7,25:40.5,,,,,,,
B00HZ381GU,2022,3,8,3,Scent,3.5,25:40.5,,,,,,,
B08WSC8WDR,2022,3,8,1,Scent,4.4,25:48.6,,,,,,,
B08WSC8WDR,2022,3,8,2,Value for money,4,25:48.6,,,,,,,
B08WSC8WDR,2022,3,8,3,Softness,3.7,25:48.6,,,,,,,
B008J2GP9G,2022,3,8,1,Moisturizing,4,25:55.9,,,,,,,
B008J2GP9G,2022,3,8,2,Scent,4,25:55.9,,,,,,,
B008J2GP9G,2022,3,8,3,Softness,4,25:55.9,,,,,,,
B008J2GP9G,2022,3,8,4,Sheerness,3.8,25:55.9,,,,,,,
B08SSM21R4,2022,3,8,1,Value for money,4.5,26:03.8,,,,,,,
B08SSM21R4,2022,3,8,2,Softness,4.4,26:03.8,,,,,,,
B08SSM21R4,2022,3,8,3,Scent,4.3,26:03.8,,,,,,,
B08SSM21R4,2022,3,8,4,Moisturizing,4.2,26:03.8,,,,,,,
B018B8PRBE,2022,3,8,1,Scent,4,26:11.5,,,,,,,
B018B8PRBE,2022,3,8,2,Sheerness,3.9,26:11.5,,,,,,,
B018B8PRBE,2022,3,8,3,Drying power,3.8,26:11.5,,,,,,,
B018B8PRBE,2022,3,8,4,Value for money,3.7,26:11.5,,,,,,,
B018B8PRBE,2022,3,8,5,Moisturizing,3.6,26:11.5,,,,,,,
B018B8PRBE,2022,3,8,6,Volume control,3.5,26:11.5,,,,,,,
B01CSKTVPO,2022,3,8,1,Value for money,4.7,26:18.4,,,,,,,
B01CSKTVPO,2022,3,8,2,Scent,4.6,26:18.4,,,,,,,
B01CSKTVPO,2022,3,8,3,Moisturizing,4.5,26:18.4,,,,,,,
B002CMLJMW,2022,3,8,1,Moisturizing,4,26:25.3,,,,,,,
B002CMLJMW,2022,3,8,2,Value for money,4,26:25.3,,,,,,,
B008OL3UYK,2022,3,8,1,Scent,3.9,26:33.3,,,,,,,
B008OL3UYK,2022,3,8,2,Softness,3.8,26:33.3,,,,,,,
B008OL3UYK,2022,3,8,3,Volume control,3.7,26:33.3,,,,,,,
B008OL3UYK,2022,3,8,4,Moisturizing,3.6,26:33.3,,,,,,,
B0891BG2PY,2022,3,8,1,Sheerness,4,26:41.2,,,,,,,
B0891BG2PY,2022,3,8,2,Moisturizing,3.8,26:41.2,,,,,,,
B0891BG2PY,2022,3,8,3,Scent,3.8,26:41.2,,,,,,,
B0891BG2PY,2022,3,8,4,Value for money,3.4,26:41.2,,,,,,,
B0934589WQ,2022,3,8,1,Scent,4.5,26:50.1,,,,,,,
B0934589WQ,2022,3,8,2,Softness,4,26:50.1,,,,,,,
B0934589WQ,2022,3,8,3,Moisturizing,4,26:50.1,,,,,,,
B0934589WQ,2022,3,8,4,Volume control,4,26:50.1,,,,,,,
B07TDR1H6H,2022,3,8,1,Light weight,4.5,26:57.4,,,,,,,
B07TDR1H6H,2022,3,8,2,Scent,4.3,26:57.4,,,,,,,
B07TDR1H6H,2022,3,8,3,Softness,4.3,26:57.4,,,,,,,
B07TDR1H6H,2022,3,8,4,Moisturizing,4.1,26:57.4,,,,,,,
B07TDR1H6H,2022,3,8,5,Value for money,4,26:57.4,,,,,,,
B08YF97RM5,2022,3,8,1,Moisturizing,4.4,27:07.1,,,,,,,
B08YF97RM5,2022,3,8,2,Scent,4.3,27:07.1,,,,,,,
B08YF97RM5,2022,3,8,3,Value for money,4.1,27:07.1,,,,,,,
B001BAFQOS,2022,3,8,1,Scent,4.1,27:14.8,,,,,,,
B001BAFQOS,2022,3,8,2,Moisturizing,3.9,27:14.8,,,,,,,
B001BAFQOS,2022,3,8,3,Volume control,3.9,27:14.8,,,,,,,
B001BAFQOS,2022,3,8,4,Sheerness,3.9,27:14.8,,,,,,,
B001BAFQOS,2022,3,8,5,Drying power,3.9,27:14.8,,,,,,,
B001BAFQOS,2022,3,8,6,Value for money,3.6,27:14.8,,,,,,,
B08NCP7FVL,2022,3,8,1,Easy to use,4.6,27:23.0,,,,,,,
B08NCP7FVL,2022,3,8,2,Value for money,4.1,27:23.0,,,,,,,
B08NCP7FVL,2022,3,8,3,Scent,4,27:23.0,,,,,,,
B08NCP7FVL,2022,3,8,4,Softness,4,27:23.0,,,,,,,
B08NCP7FVL,2022,3,8,5,Moisturizing,4,27:23.0,,,,,,,
B08NCP7FVL,2022,3,8,6,Sheerness,3.9,27:23.0,,,,,,,
B012HPGFIQ,2022,3,8,1,Style,4.2,27:29.9,,,,,,,
B012HPGFIQ,2022,3,8,2,Value for money,4,27:29.9,,,,,,,
